"idtournament","name","town","long_name","date_start","date_end","tour_count","tour_questions","tour_ques_per_tour","questions_total","type_name","main_payment_value","discounted_payment_value","discounted_payment_reason","date_requests_allowed_to","comment","site_url","main_payment_currency","discounted_payment_currency"
"3234","Голова лося","Москва","МММЦ — Голова лося","2015-04-12 18:00:00","2015-04-12 21:15:00","4","12","","48","Обычный","1500","600","постоянная аудитория МММЦ","","","http://vk.com/elkshead",NA,NA
"3149","Холодная голова","Уфа","Фестиваль интеллектуальных игр ""Холодная голова-2015""","2015-01-04 00:00:00","2015-01-06 00:00:00","6","15","","90","Обычный","10","0","","","","http://coldhead.orkclub.ru/",NA,NA
"3106","Приз Стальной Ложки","Лида","IV межрегиональный фестиваль интеллектуальных игр ""Приз Стальной Ложки"" – 2014","2014-12-21 12:00:00","2014-12-21 16:00:00","3","15","","45","Обычный","15","0","","","","https://vk.com/stallozhka",NA,NA
"2900","Командум","Владимир","IV Владимирский областной открытый интеллектуальный турнир «Командум — 2014»","2014-05-25 00:00:00","2014-05-25 00:00:00","4","13","","52","Обычный","0","","","","","http://comandum.ru/tag/%D0%BA%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D1%83%D0%BC/",NA,NA
"2667","Львов Зимой","Львов","Львов Зимой","2014-01-11 00:00:00","2014-01-12 00:00:00","3","15","","45","Обычный","50","38","Для львовских команд","","","http://lvov-zimoj.org",NA,NA
"2579","Предварительный этап Чемпионата Украины","Днепр (Днепропетровск)","Предварительный этап Чемпионата Украины по ЧГК сезона 2013/2014 гг","2013-09-28 00:00:00","2013-09-29 00:00:00","6","15","","90","Обычный","30","","","","","",NA,NA
"2265","Ивантеллект","","","2013-06-07 00:00:00","2013-06-10 00:00:00","3","10","","30","Синхрон","","","","2013-06-07","","http://chgk.ivlan.net/z13/sync/reglament",NA,NA
"2388","Лето: all inclusive","","","2013-06-07 00:00:00","2013-06-09 00:00:00","3","12","","36","Синхрон","","","","2013-06-04","","http://www.allinclusivewell.com",NA,NA
"2384","PraGolem","","","2013-05-24 00:00:00","2013-05-27 00:00:00","3","12","","36","Синхрон","","","","2013-05-23","","http://www.chgk.cz/pragolem-%D1%80%D0%B5%D0%B3%D0%BB%D0%B0%D0%BC%D0%B5%D0%BD%D1%82/",NA,NA
"2318","Неспростая весна","Москва","","2013-03-24 00:00:00","2013-03-24 00:00:00","2","21","","42","Обычный","","","","","","",NA,NA
"1927","Мемориал Диара Туганбаева","","","2012-06-09 00:00:00","2012-06-11 00:00:00","3","15","","45","Синхрон","","","","2012-06-06","","",NA,NA
"1994","Кубок ДСМП","Москва","","2011-12-26 00:00:00","2011-12-26 00:00:00","3","12","","36","Обычный","","","","","Турнир не лицензирован","",NA,NA
"1806","Кубок Метрополии","Москва","","2011-06-13 00:00:00","2011-06-13 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1765","Кубок Физтеха","Долгопрудный","","2011-04-24 00:00:00","2011-04-24 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1763","Купаловский турнир","Гродно","","2011-03-12 00:00:00","2011-03-13 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"638","Вологодский областной фестиваль","Вологда","","2010-04-24 00:00:00","2010-04-25 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"568","Покорение Сибири","Тюмень","","2009-12-19 00:00:00","2009-12-20 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"539","Псковские снетки","Псков","","2009-11-07 00:00:00","2009-11-08 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"535","Горький октябрь","Нижний Новгород","","2009-10-24 00:00:00","2009-10-25 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"518","Бархатный сезон","Геленджик","","2009-09-18 00:00:00","2009-09-19 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"159","Чемпионат Санкт-Петербурга. Первая лига","Санкт-Петербург","","2005-12-25 00:00:00","2005-12-25 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"81","Неспростая весна","","","2005-03-27 00:00:00","2005-03-27 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"86","Открытый Всероссийский синхронный чемпионат","","","2004-09-26 00:00:00","2005-03-13 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"66","Гостиный двор","Калуга","","2004-11-07 00:00:00","2004-11-07 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"57","Всемирный потоп","Санкт-Петербург","","2004-09-12 00:00:00","2004-09-13 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"49","Белые ночи - Энергокапитал","Санкт-Петербург","","2004-07-03 00:00:00","2004-07-04 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"15","Открытый Всероссийский синхронный чемпионат","","","2003-09-28 00:00:00","2004-04-18 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"48","Кубок губернатора СПб. Отбор команд СПб","Санкт-Петербург","","2004-04-10 00:00:00","2004-04-10 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1889","Кубок Рубика","","","2003-11-24 00:00:00","2003-11-30 00:00:00","2","18","","36","Синхрон","","","","","","",NA,NA
"1384","Чемпионат Санкт-Петербурга. Высшая лига","Санкт-Петербург","","2002-11-17 00:00:00","2003-04-06 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1329","Всемирный потоп","Санкт-Петербург","","2002-11-16 00:00:00","2002-11-16 00:00:00","3","15","","45","Региональный","","","","","","",NA,NA
"1293","Открытый кубок СНГ - синхрон","","","2002-05-24 00:00:00","2002-05-25 00:00:00","3","15","","45","Синхрон","","","","","","",NA,NA
"1296","Чемпионат Санкт-Петербурга. Первая лига","Санкт-Петербург","","2002-02-17 00:00:00","2002-04-28 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"1187","Кубок губернатора СПб. Отбор команд СПб","Санкт-Петербург","","2001-10-06 00:00:00","2001-10-06 00:00:00","3","15","","45","Обычный","","","","","","",NA,NA
"4729","Леденец","","Международный синхронный турнир «Леденец»","2018-02-02 19:00:00","2018-02-06 19:00:00","3","12","","36","Синхрон","4","1","школьные команды","2018-02-06","","",NA,NA
"4160","Научпоп","","II Международный синхронный турнир «Научпоп»","2017-11-11 06:00:00","2017-11-15 06:00:00","3","12","","36","Синхрон","360","180","студенческие и школьные команды","2017-11-14","","",NA,NA
"4477","Синхрон Знатокиады","","Синхрон ЧГК Знатокиады","2017-09-08 19:00:00","2017-09-12 19:00:00","3","12","","36","Синхрон","8","","","2017-09-12","","",NA,NA
"4269","Зеркало Ревельской весны","","Синхронный турнир ""Зеркало Ревельской весны"" 2017 года.","2017-05-26 19:00:00","2017-05-30 19:00:00","3","12","","36","Синхрон","5","","","2017-05-26","","http://rv-tln.blogspot.com.ee/",NA,NA
"4275","Спонтанный синхрон","","Синхронный турнир ""Спонтанный синхрон""","2017-04-21 20:00:00","2017-04-25 20:00:00","3","12","","36","Синхрон","6","","","2017-04-24","","",NA,NA
"4787","Синхрон Весны в ЛЭТИ","","Синхрон ""Весны в ЛЭТИ""","2018-03-16 18:45:00","2018-03-20 18:45:00","3","13","","39","Синхрон","6","3","молодежные команды.","2018-03-19","","",NA,NA
"4736","Открытый кубок МГУ","Москва","VII Открытый кубок МГУ по «Что? Где? Когда?»","2018-02-17 16:45:00","2018-02-17 21:00:00","4","12","","48","Обычный","1200","","","","","http://mubc.emukhin.ru/",NA,NA
"4697","Чемпионат Саратова","Саратов","20-й Чемпионат Саратова по Что? Где? Когда?","2017-12-11 14:00:00","2017-12-11 19:00:00","2","18","","36","Обычный","0","","","","","",NA,NA
"4423","Sapere aude","Долгопрудный","I межрегиональный фестиваль интеллектуальных игр «Sapere aude»: 25 лет клубу ЧГК Физтеха","2017-11-18 14:00:00","2017-11-19 17:00:00","5","15","","75","Обычный","2000","","","","","",NA,NA
"4554","Из Минска с любовью. 1 этап.","","Многоэтапный синхронный турнир ""Из Минска с любовью"". Сезон 2017-2018. 1 этап.","2017-10-13 19:00:00","2017-10-17 19:00:00","2","18","","36","Синхрон","4.5","3","Студенты. Школьники бесплатно.","2017-10-15","","",NA,NA
